1	0.786790	0.000000	0.695468	0.789108
2	0.625457	0.592669	0.625457	0.592669
3	0.412224	0.404852	0.412224	0.404852
4	0.511323	0.497193	0.511323	0.497193
5	0.795462	0.577551	0.795462	0.577551
6	0.992071	0.537529	0.992071	0.537529
7	0.886979	0.322881	0.992071	0.537529
8	0.818016	0.306333	0.886979	0.322881
9	0.865274	0.274294	0.818016	0.306333
10	0.668846	0.215526	0.865274	0.274294
11	0.507312	0.314253	0.668846	0.215526
12	0.590501	0.331472	0.507312	0.314253
13	0.580951	0.321872	0.590501	0.331472
14	0.685190	0.200360	0.580951	0.321872
15	0.455908	0.315394	0.685190	0.200360
16	0.348860	0.422474	0.455908	0.315394
17	0.197862	0.469571	0.348860	0.422474
18	0.492190	0.430043	0.197862	0.469571
19	0.661320	0.402364	0.492190	0.430043
20	0.661743	0.409137	0.661320	0.402364
21	0.818986	0.174243	0.661743	0.409137
22	0.810676	0.055621	0.818986	0.174243
23	0.966938	0.015275	0.810676	0.055621
24	0.914411	0.045187	0.810676	0.055621
25	0.997769	0.056607	0.810676	0.055621
26	0.943973	0.103113	0.966938	0.015275
27	0.903977	0.002556	0.966938	0.015275
28	0.899238	0.016272	0.966938	0.015275
29	0.748697	0.070738	0.914411	0.045187
30	0.760499	0.074993	0.914411	0.045187
31	0.750839	0.096150	0.997769	0.056607
32	0.833215	0.109094	0.997769	0.056607
33	0.830986	0.088805	0.997769	0.056607
34	0.705487	0.265019	0.943973	0.103113
35	0.872612	0.112474	0.943973	0.103113
36	0.895997	0.145044	0.903977	0.002556
37	0.778268	0.269326	0.899238	0.016272
38	0.790650	0.430083	0.748697	0.070738
39	0.833728	0.398023	0.760499	0.074993
40	0.873162	0.673469	0.750839	0.096150
41	0.814613	0.688050	0.750839	0.096150
42	0.823550	0.889488	0.833215	0.109094
43	0.823205	0.734624	0.833215	0.109094
44	0.788536	0.899349	0.833215	0.109094
45	0.846687	0.806522	0.830986	0.088805
46	0.901150	0.881099	0.705487	0.265019
47	0.863103	0.866713	0.872612	0.112474
48	0.976135	0.724170	0.895997	0.145044
49	0.802025	0.932895	0.778268	0.269326
50	0.919352	0.970194	0.790650	0.430083
51	0.780360	0.882757	0.833728	0.398023
52	0.499746	0.927434	0.873162	0.673469
53	0.219627	0.947077	0.814613	0.688050
54	0.107504	0.981772	0.823550	0.889488
55	0.175870	0.960665	0.823205	0.734624
56	0.000422	0.826981	0.788536	0.899349
57	0.229202	0.890458	0.846687	0.806522
58	0.439842	0.713562	0.901150	0.881099
59	0.190995	0.676896	0.901150	0.881099
60	0.183231	0.453373	0.863103	0.866713
61	0.264584	0.677274	0.976135	0.724170
62	0.192128	0.789209	0.802025	0.932895
63	0.009405	0.937255	0.802025	0.932895
64	0.011773	0.775300	0.802025	0.932895
65	0.036149	0.764042	0.919352	0.970194
66	0.007261	0.818187	0.780360	0.882757
67	0.253581	0.720338	0.499746	0.927434
68	0.126523	0.471400	0.499746	0.927434
69	0.009191	0.200881	0.219627	0.947077
70	0.240936	0.032020	0.107504	0.981772
71	0.187462	0.147124	0.175870	0.960665
72	0.130816	0.298486	0.000422	0.826981
73	0.024236	0.514761	0.229202	0.890458
74	0.117875	0.638557	0.229202	0.890458
75	0.028608	0.905805	0.439842	0.713562
76	0.034200	0.744334	0.190995	0.676896
77	0.272560	0.872400	0.183231	0.453373
78	0.424691	0.864218	0.183231	0.453373
79	0.424016	0.861417	0.183231	0.453373
80	0.499028	0.801771	0.264584	0.677274
81	0.497700	0.997433	0.192128	0.789209
82	0.385111	0.869538	0.009405	0.937255
83	0.107453	0.827761	0.009405	0.937255
84	0.199546	0.802852	0.011773	0.775300
85	0.354069	0.608037	0.036149	0.764042
86	0.300595	0.549227	0.007261	0.818187
87	0.353349	0.538276	0.253581	0.720338
88	0.330761	0.472972	0.126523	0.471400
89	0.347375	0.502988	0.009191	0.200881
90	0.175806	0.257509	0.240936	0.032020
91	0.400584	0.094752	0.240936	0.032020
92	0.200388	0.184556	0.187462	0.147124
93	0.210921	0.226851	0.130816	0.298486
94	0.266869	0.045044	0.024236	0.514761
95	0.308025	0.177467	0.024236	0.514761
96	0.203901	0.254948	0.117875	0.638557
97	0.417127	0.210826	0.028608	0.905805
98	0.679216	0.284867	0.034200	0.744334
99	0.656000	0.008194	0.272560	0.872400
100	0.754763	0.259658	0.424691	0.864218
101	0.851785	0.313107	0.424016	0.861417
102	0.813396	0.285375	0.499028	0.801771
103	0.780955	0.516249	0.497700	0.997433
104	0.817691	0.288459	0.385111	0.869538
105	0.722302	0.027827	0.107453	0.827761
106	0.687555	0.012161	0.107453	0.827761
107	0.670870	0.130240	0.199546	0.802852
108	0.899858	0.176274	0.354069	0.608037
109	0.901069	0.197195	0.300595	0.549227
110	0.830992	0.196102	0.353349	0.538276
111	0.696043	0.155231	0.330761	0.472972
112	0.695272	0.155826	0.347375	0.502988
113	0.765245	0.107491	0.175806	0.257509
114	0.770506	0.031990	0.400584	0.094752
