1	-1.760400	0.922000	0.002685
2	-1.774400	0.927800	0.002340
3	-1.746000	0.911000	-0.000178
4	-1.736400	0.907200	-0.001276
5	-1.724000	0.905200	0.002568
6	-1.755600	0.919000	-0.001950
7	-1.776800	0.926000	-0.000202
8	-1.727600	0.910800	-0.003793
9	-1.750000	0.913200	-0.002405
10	-1.754000	0.911000	-0.000578
11	-1.760800	0.914200	-0.002327
12	-1.746000	0.913600	0.000826
13	-1.743600	0.913000	0.001579
14	-1.746000	0.914600	0.000105
15	-1.776800	0.927400	0.000708
16	-1.756800	0.918800	0.000434
17	-1.779600	0.927400	-0.000892
18	-1.765200	0.919800	0.000112
19	-1.757600	0.912800	-0.001636
20	-1.718800	0.896800	-0.000491
21	-1.733600	0.905200	0.003368
22	-1.722000	0.899400	-0.000687
23	-1.730800	0.905800	-0.000585
24	-1.768800	0.919400	0.000481
25	-1.743600	0.907800	-0.002028
26	-1.723200	0.894600	-0.000263
27	-1.712000	0.891600	-0.003299
28	-1.724400	0.895800	0.000231
29	-1.740000	0.899400	0.000913
30	-1.728400	0.901200	-0.001746
31	-1.760000	0.914000	0.001258
32	-1.746400	0.907400	-0.001260
33	-1.735600	0.900400	-0.000209
34	-1.725600	0.899200	-0.003103
35	-1.738000	0.899400	0.001713
36	-1.745200	0.902400	0.001148
37	-1.760400	0.913400	-0.001589
38	-1.733200	0.899600	0.000929
39	-1.749600	0.908400	-0.001981
40	-1.761600	0.911200	-0.002162
41	-1.728400	0.896000	-0.002554
42	-1.742800	0.901000	0.000638
43	-1.767200	0.911800	0.000285
44	-1.738000	0.907400	-0.000060
45	-1.781200	0.928200	0.001971
46	-1.757600	0.920400	0.002559
47	-1.743200	0.908000	-0.000013
48	-1.738000	0.906800	-0.001707
49	-1.741200	0.910200	0.000160
50	-1.741600	0.913200	0.000795
51	-1.707200	0.898000	0.000003
52	-1.733200	0.907000	0.000709
53	-1.739600	0.912000	-0.000499
54	-1.772400	0.923200	0.000379
55	-1.764000	0.923000	0.001963
56	-1.753200	0.915200	-0.002648
57	-1.746800	0.910800	0.003807
58	-1.716800	0.902600	-0.000036
59	-1.736400	0.910400	0.000575
60	-1.722800	0.904600	0.002121
61	-1.717600	0.902400	0.001548
62	-1.727600	0.898000	-0.000397
63	-1.716400	0.896000	-0.001354
64	-1.728400	0.898600	0.000050
65	-1.729200	0.904600	0.002921
66	-1.720800	0.892600	0.001580
67	-1.734800	0.898000	0.000803
68	-1.724000	0.896800	0.000709
69	-1.729200	0.901000	-0.000162
70	-1.754400	0.914600	-0.000295
71	-1.760400	0.917600	0.000340
72	-1.755200	0.917800	0.001956
73	-1.754800	0.920200	0.002144
74	-1.762000	0.918800	0.002034
75	-1.734800	0.910400	-0.000625
76	-1.748400	0.913600	-0.000774
77	-1.740000	0.913000	0.000779
78	-1.770800	0.924800	0.005304
79	-1.761200	0.922000	-0.002515
80	-1.754800	0.918400	0.002803
81	-1.747200	0.916200	-0.002570
82	-1.743600	0.912800	-0.000836
83	-1.726800	0.908600	0.004434
84	-1.766400	0.924400	0.003273
85	-1.766800	0.922600	0.002332
86	-1.746000	0.915200	0.000552
87	-1.729200	0.902400	-0.001652
88	-1.738400	0.906400	0.001462
89	-1.738000	0.906800	0.000693
90	-1.744800	0.911000	-0.000578
91	-1.751600	0.916200	0.004230
92	-1.734400	0.913400	0.001211
93	-1.734400	0.905200	0.001368
94	-1.732400	0.896000	0.001446
95	-1.739200	0.895800	0.001031
96	-1.736800	0.897400	0.000756
97	-1.751200	0.906000	-0.000570
98	-1.748400	0.914400	0.000089
99	-1.734000	0.909800	0.000128
100	-1.721200	0.904000	0.000074
101	-1.734000	0.909800	0.001328
102	-1.763200	0.918800	-0.001166
103	-1.764800	0.918800	-0.002366
104	-1.750400	0.916600	-0.000139
105	-1.751600	0.916400	-0.002954
106	-1.762800	0.923000	-0.001637
107	-1.760000	0.924400	-0.000327
108	-1.758000	0.919000	0.001250
109	-1.752000	0.910400	0.000575
110	-1.730000	0.897200	0.001540
111	-1.752000	0.911000	-0.003378
112	-1.734000	0.903600	-0.003158
113	-1.754400	0.915800	0.000599
114	-1.754400	0.916400	0.001046
115	-1.718000	0.902200	-0.002468
116	-1.734800	0.908200	-0.001197
117	-1.754800	0.915400	-0.003433
118	-1.775600	0.925800	-0.001017
