1	0.000000	0.807902
2	1.000000	1.000000
3	0.900000	0.900000
4	0.833333	0.833333
5	0.825000	0.825000
6	0.810000	0.810000
7	0.800000	0.808333
8	0.785714	0.785714
9	0.768750	0.768750
10	0.755556	0.755556
11	0.745000	0.745000
12	0.745455	0.736364
13	0.737500	0.720833
14	0.730769	0.719231
15	0.735714	0.710714
16	0.736667	0.703333
17	0.734375	0.700000
18	0.735294	0.694118
19	0.738889	0.694444
20	0.739474	0.694737
21	0.737500	0.700000
22	0.735714	0.700000
23	0.736364	0.697727
24	0.736957	0.697826
25	0.739583	0.700000
26	0.742000	0.706000
27	0.746154	0.711538
28	0.742593	0.714815
29	0.739286	0.716071
30	0.736207	0.720690
31	0.735000	0.723333
32	0.737097	0.724194
33	0.740625	0.723437
34	0.743939	0.722727
35	0.745588	0.722059
36	0.751429	0.720000
37	0.758333	0.720833
38	0.762162	0.721622
39	0.764474	0.723684
40	0.762821	0.725641
41	0.762500	0.728750
42	0.762195	0.731707
43	0.763095	0.734524
44	0.763953	0.736047
45	0.761364	0.736364
46	0.760000	0.734444
47	0.759783	0.734783
48	0.762766	0.736170
49	0.763542	0.737500
50	0.763265	0.737755
51	0.765000	0.738000
52	0.764706	0.739216
53	0.768269	0.742308
54	0.770755	0.744340
55	0.772222	0.745370
56	0.772727	0.746364
57	0.774107	0.746429
58	0.774561	0.745614
59	0.774138	0.746552
60	0.775424	0.745763
61	0.775000	0.745833
62	0.777869	0.745082
63	0.779032	0.745161
64	0.780159	0.746032
65	0.780469	0.746875
66	0.783846	0.747692
67	0.786364	0.747727
68	0.789552	0.749254
69	0.792647	0.749265
70	0.795652	0.749275
71	0.798571	0.750000
72	0.800000	0.751408
73	0.801389	0.753472
74	0.801370	0.754795
75	0.802027	0.757432
76	0.802667	0.758667
77	0.802632	0.760526
78	0.803247	0.761688
79	0.805128	0.762821
80	0.806329	0.763924
81	0.807500	0.766250
82	0.807407	0.767284
83	0.809146	0.768902
84	0.810843	0.770482
85	0.811905	0.772619
86	0.812353	0.774706
87	0.812209	0.776744
88	0.812069	0.778161
89	0.811932	0.778977
90	0.811798	0.780337
91	0.813333	0.781667
92	0.814286	0.782967
93	0.814674	0.784783
94	0.815054	0.786022
95	0.814894	0.786702
96	0.814211	0.787368
97	0.813542	0.788542
98	0.812887	0.789691
99	0.812245	0.791327
100	0.812121	0.792929
101	0.811500	0.793000
102	0.810891	0.793069
103	0.811275	0.793627
104	0.811165	0.794660
105	0.811538	0.795192
106	0.811429	0.795714
107	0.810849	0.796226
108	0.810280	0.796729
109	0.810185	0.796759
110	0.810550	0.796330
111	0.810455	0.795909
112	0.810811	0.795946
113	0.811161	0.795089
114	0.811062	0.794248
115	0.811404	0.794298
116	0.811304	0.794348
117	0.811207	0.794828
118	0.810684	0.794872
119	0.811441	0.794915
120	0.810924	0.794538
121	0.811250	0.793750
122	0.811570	0.793388
123	0.811885	0.793033
124	0.812602	0.793089
125	0.813306	0.793548
126	0.814000	0.794400
127	0.815079	0.794444
128	0.815748	0.794094
129	0.816406	0.793359
130	0.817442	0.792636
131	0.818077	0.791923
132	0.819466	0.791603
133	0.820455	0.790909
134	0.821053	0.790602
