1	16.956190	0.000000	0.525284	0.870388
2	0.434032	0.263417	0.434032	0.263417
3	0.471699	0.017527	0.471699	0.017527
4	0.499497	0.044807	0.471699	0.017527
5	0.725806	0.124052	0.499497	0.044807
6	0.739353	0.062775	0.499497	0.044807
7	0.832324	0.197584	0.725806	0.124052
8	0.781383	0.032632	0.739353	0.062775
9	0.688321	0.159878	0.832324	0.197584
10	0.645149	0.104783	0.832324	0.197584
11	0.626942	0.166609	0.781383	0.032632
12	0.784724	0.211410	0.781383	0.032632
13	0.804812	0.205527	0.781383	0.032632
14	0.866014	0.392288	0.688321	0.159878
15	0.884210	0.377497	0.645149	0.104783
16	0.685920	0.388923	0.645149	0.104783
17	0.597535	0.358831	0.626942	0.166609
18	0.663768	0.301674	0.784724	0.211410
19	0.587740	0.294480	0.804812	0.205527
20	0.764475	0.296435	0.866014	0.392288
21	0.861780	0.381827	0.884210	0.377497
22	0.807901	0.290915	0.884210	0.377497
23	0.916503	0.090833	0.884210	0.377497
24	0.951972	0.102751	0.685920	0.388923
25	0.953789	0.107748	0.597535	0.358831
26	0.952915	0.106088	0.663768	0.301674
27	0.860234	0.247720	0.587740	0.294480
28	0.572159	0.231085	0.764475	0.296435
29	0.465470	0.125845	0.861780	0.381827
30	0.465472	0.125840	0.807901	0.290915
31	0.451804	0.176884	0.916503	0.090833
32	0.262097	0.265141	0.916503	0.090833
33	0.206943	0.500768	0.951972	0.102751
34	0.216562	0.630148	0.953789	0.107748
35	0.242612	0.512631	0.952915	0.106088
36	0.387653	0.741447	0.952915	0.106088
37	0.233476	0.842165	0.860234	0.247720
38	0.230601	0.802135	0.572159	0.231085
39	0.310573	0.914415	0.465470	0.125845
40	0.037104	0.974195	0.465472	0.125840
41	0.069749	0.949760	0.451804	0.176884
42	0.044640	0.898797	0.262097	0.265141
43	0.267399	0.893235	0.206943	0.500768
44	0.220942	0.945950	0.216562	0.630148
45	0.080059	0.875502	0.242612	0.512631
46	0.173735	0.878241	0.387653	0.741447
47	0.080184	0.772585	0.233476	0.842165
48	0.250550	0.794720	0.230601	0.802135
49	0.250897	0.801670	0.310573	0.914415
50	0.391345	0.725502	0.037104	0.974195
51	0.330926	0.618017	0.037104	0.974195
52	0.141000	0.773723	0.037104	0.974195
53	0.434795	0.788540	0.037104	0.974195
54	0.431399	0.768471	0.037104	0.974195
55	0.432589	0.768710	0.069749	0.949760
56	0.507537	0.676321	0.069749	0.949760
57	0.606800	0.623048	0.044640	0.898797
58	0.720704	0.561056	0.267399	0.893235
59	0.714859	0.387024	0.267399	0.893235
60	0.500121	0.562945	0.220942	0.945950
61	0.264583	0.743927	0.220942	0.945950
62	0.257542	0.740995	0.080059	0.875502
