1	-0.416800	0.026600
2	-0.609200	-0.003000
3	-0.693200	-0.002600
4	-0.740800	-0.012600
5	-0.776400	-0.032400
6	-0.764000	-0.040400
7	-0.786000	-0.004600
8	-0.802800	-0.041400
9	-0.813600	-0.031000
10	-0.818400	-0.109400
11	-0.792000	-0.096600
12	-0.805200	-0.089800
13	-0.794400	-0.071800
14	-0.797200	-0.072000
15	-0.804000	-0.039400
16	-0.798800	-0.039600
17	-0.799600	0.017800
18	-0.804800	0.024200
19	-0.798000	0.028600
20	-0.784400	0.020200
21	-0.817200	-0.027600
22	-0.794800	-0.039800
23	-0.786400	-0.030200
24	-0.793200	-0.057400
25	-0.822800	-0.041400
26	-0.806800	-0.003800
27	-0.804000	0.023200
28	-0.820800	0.001200
29	-0.823200	0.004200
30	-0.819600	0.028800
31	-0.838000	0.054600
32	-0.833600	0.064400
33	-0.827200	0.021200
34	-0.859200	-0.018200
35	-0.863200	0.003800
36	-0.849600	-0.002600
37	-0.839600	0.004800
38	-0.814000	0.000200
39	-0.815600	0.003800
40	-0.806400	0.026400
41	-0.798000	-0.003400
42	-0.820400	0.012000
43	-0.817200	0.007200
44	-0.794000	-0.029800
45	-0.808800	-0.013200
46	-0.792000	0.025600
47	-0.795600	-0.026400
48	-0.788400	-0.055800
49	-0.826000	-0.068200
50	-0.829200	-0.063000
51	-0.829200	-0.027000
52	-0.846800	-0.058000
53	-0.826800	-0.011600
54	-0.853200	-0.007200
55	-0.820000	-0.020600
56	-0.807600	-0.006600
57	-0.808000	0.009200
58	-0.802800	0.001600
59	-0.802800	-0.010200
60	-0.788400	0.026400
61	-0.804000	0.038400
62	-0.794800	0.002400
63	-0.802400	0.009600
64	-0.814400	0.065800
65	-0.816400	0.050000
66	-0.826800	0.038200
67	-0.859200	0.035400
68	-0.856800	0.033000
69	-0.832400	-0.016600
70	-0.803600	-0.013000
71	-0.802000	-0.020400
72	-0.804000	0.009000
73	-0.821600	0.002200
74	-0.795200	-0.027600
75	-0.782400	-0.032000
76	-0.803200	-0.005400
77	-0.816000	-0.000600
78	-0.829200	0.009400
79	-0.825200	0.019000
80	-0.838800	0.029200
81	-0.845600	0.026800
82	-0.820800	0.017000
83	-0.818800	-0.018200
84	-0.806400	-0.009000
85	-0.836000	-0.012600
86	-0.808400	0.010800
87	-0.831200	0.030200
88	-0.814800	0.011600
89	-0.835600	-0.038000
90	-0.804800	0.034000
91	-0.806000	-0.033600
92	-0.804800	-0.060400
93	-0.820800	-0.063200
94	-0.850400	-0.007600
95	-0.857600	0.006400
96	-0.827600	0.059800
97	-0.807600	0.053200
98	-0.779600	-0.017000
99	-0.792800	-0.015800
100	-0.813200	-0.012800
101	-0.835600	-0.020600
102	-0.827600	0.015600
103	-0.798000	-0.006600
104	-0.809200	0.014400
105	-0.800000	-0.003600
106	-0.818400	-0.028600
107	-0.823600	0.006400
108	-0.845600	0.026000
109	-0.830000	-0.004800
110	-0.846000	-0.014800
111	-0.820800	0.004000
112	-0.840800	-0.009400
113	-0.814400	-0.019400
114	-0.832800	-0.039000
115	-0.823200	-0.082600
116	-0.838800	-0.052400
117	-0.864000	-0.063400
118	-0.825600	-0.030800
119	-0.834000	0.000200
120	-0.823600	-0.000600
121	-0.804800	-0.032400
122	-0.820400	-0.028800
123	-0.835600	-0.041800
124	-0.861200	-0.026800
125	-0.825200	-0.013400
126	-0.806000	0.017200
127	-0.815200	0.010800
128	-0.834800	0.032200
129	-0.800000	-0.022600
130	-0.791600	-0.025600
131	-0.828800	-0.025600
132	-0.826800	-0.045800
133	-0.797200	-0.045200
134	-0.839200	-0.045400
135	-0.814800	0.008400
136	-0.800000	0.027200
137	-0.793200	0.051200
138	-0.781200	0.082000
139	-0.818800	0.073400
140	-0.839200	0.040000
141	-0.839600	0.053000
142	-0.816400	0.068600
143	-0.800400	0.020600
144	-0.813600	0.014400
145	-0.815600	-0.006800
146	-0.829200	0.010000
147	-0.811200	-0.000600
148	-0.817600	-0.005800
149	-0.797600	-0.028200
150	-0.821600	-0.052000
151	-0.809600	-0.052600
152	-0.787200	-0.060200
153	-0.800400	-0.037400
154	-0.832400	-0.064800
155	-0.802800	-0.051600
156	-0.827600	-0.102800
157	-0.818800	-0.081600
158	-0.794400	-0.058600
159	-0.803600	-0.032800
160	-0.808400	-0.030400
161	-0.844800	-0.016800
162	-0.830000	0.010600
163	-0.835600	-0.023000
164	-0.828000	0.010000
165	-0.818800	0.030400
166	-0.842000	0.055200
167	-0.829600	0.060600
168	-0.856400	0.047400
169	-0.825200	-0.018200
170	-0.820000	0.027800
171	-0.819200	0.018400
172	-0.829600	0.048600
173	-0.831600	-0.008800
174	-0.845200	-0.009600
175	-0.819600	-0.032000
176	-0.828400	-0.045400
177	-0.836800	-0.016600
178	-0.812400	-0.028400
179	-0.808400	-0.006800
180	-0.794000	-0.038000
181	-0.818400	-0.052200
182	-0.809600	-0.038000
183	-0.789200	-0.005800
184	-0.786400	-0.048200
185	-0.832400	-0.052600
186	-0.841600	-0.038800
187	-0.845200	-0.014800
188	-0.802000	-0.022200
189	-0.811200	0.006200
190	-0.822000	0.030600
191	-0.827600	0.045400
192	-0.846400	0.001800
193	-0.827600	0.010000
