1	0.694400
2	0.560000
3	0.473600
4	0.422400
5	0.385600
6	0.360800
7	0.324000
8	0.298400
9	0.276800
10	0.254400
11	0.236800
12	0.226400
13	0.218400
14	0.190400
15	0.165600
16	0.159200
17	0.161600
18	0.160000
19	0.154400
20	0.172000
21	0.189600
22	0.196000
23	0.192800
24	0.196000
25	0.200000
-1	-1
1	0.722400
2	0.606400
3	0.551200
4	0.515200
5	0.496800
6	0.472800
7	0.465600
8	0.462400
9	0.458400
10	0.472800
11	0.468000
12	0.460800
13	0.452800
14	0.459200
15	0.455200
16	0.465600
17	0.469600
18	0.472800
19	0.477600
20	0.485600
21	0.500000
22	0.503200
23	0.492800
24	0.495200
25	0.497600
-1	-1
1	0.685600
2	0.555200
3	0.484800
4	0.452800
5	0.421600
6	0.407200
7	0.408800
8	0.387200
9	0.388000
10	0.388800
11	0.390400
12	0.388800
13	0.379200
14	0.384000
15	0.384000
16	0.380000
17	0.379200
18	0.368800
19	0.362400
20	0.364800
21	0.359200
22	0.360000
23	0.366400
24	0.374400
25	0.387200
-1	-1
1	0.720000
2	0.616000
3	0.558400
4	0.512000
5	0.492800
6	0.480000
7	0.474400
8	0.475200
9	0.469600
10	0.469600
11	0.471200
12	0.484800
13	0.475200
14	0.459200
15	0.452000
16	0.439200
17	0.428000
18	0.438400
19	0.446400
20	0.454400
21	0.454400
22	0.459200
23	0.457600
24	0.465600
25	0.465600
-1	-1
1	0.774400
2	0.704000
3	0.675200
4	0.656800
5	0.655200
6	0.651200
7	0.648800
8	0.648800
9	0.647200
10	0.649600
11	0.648800
12	0.638400
13	0.635200
14	0.631200
15	0.630400
16	0.626400
17	0.627200
18	0.637600
19	0.642400
20	0.647200
21	0.648800
22	0.659200
23	0.660000
24	0.663200
25	0.664000
-1	-1
1	0.716000
2	0.603200
3	0.554400
4	0.516800
5	0.497600
6	0.476800
7	0.460000
8	0.442400
9	0.436000
10	0.432800
11	0.431200
12	0.437600
13	0.444000
14	0.446400
15	0.440800
16	0.436800
17	0.441600
18	0.444000
19	0.450400
20	0.460000
21	0.476800
22	0.486400
23	0.492000
24	0.488000
25	0.489600
-1	-1
1	0.636800
2	0.476000
3	0.376000
4	0.300000
5	0.237600
6	0.204000
7	0.167200
8	0.150400
9	0.130400
10	0.110400
11	0.102400
12	0.075200
13	0.061600
14	0.072800
15	0.078400
16	0.086400
17	0.083200
18	0.066400
19	0.052000
20	0.040000
21	0.029600
22	0.008800
23	0.019200
24	0.016800
25	0.011200
-1	-1
1	0.712000
2	0.604800
3	0.544800
4	0.510400
5	0.477600
6	0.452000
7	0.428000
8	0.400000
9	0.370400
10	0.349600
11	0.326400
12	0.295200
13	0.276800
14	0.252800
15	0.228000
16	0.205600
17	0.180000
18	0.156000
19	0.147200
20	0.141600
21	0.126400
22	0.119200
23	0.102400
24	0.100800
25	0.105600
-1	-1
1	0.730400
2	0.635200
3	0.603200
4	0.581600
5	0.568800
6	0.560800
7	0.564000
8	0.565600
9	0.564000
10	0.568800
11	0.562400
12	0.556800
13	0.565600
14	0.565600
15	0.564800
16	0.552000
17	0.556800
18	0.564000
19	0.565600
20	0.556000
21	0.556800
22	0.563200
23	0.562400
24	0.559200
25	0.555200
-1	-1
1	0.619200
2	0.487200
3	0.428800
4	0.402400
5	0.379200
6	0.359200
7	0.347200
8	0.359200
9	0.351200
10	0.345600
11	0.329600
12	0.333600
13	0.349600
14	0.347200
15	0.344000
16	0.329600
17	0.312800
18	0.304000
19	0.304800
20	0.304800
21	0.312000
22	0.325600
23	0.326400
24	0.332800
25	0.321600
-1	-1
