1	inf
2	1.000100
3	1.000000
4	0.666700
5	0.750000
6	0.799980
7	0.833317
8	0.857114
9	0.749988
10	0.777767
11	0.799990
12	0.818164
13	0.749983
14	0.769215
15	0.785700
16	0.799980
17	0.812475
18	0.823500
19	0.833300
20	0.789447
21	0.799970
22	0.809495
23	0.818155
24	0.826061
25	0.833308
26	0.799976
27	0.807669
28	0.777759
29	0.785696
30	0.758607
31	0.733323
32	0.741926
33	0.749988
34	0.727261
35	0.705874
36	0.714274
37	0.722211
38	0.729719
39	0.710518
40	0.717941
41	0.724993
42	0.731698
43	0.714279
44	0.697670
45	0.704541
46	0.711107
47	0.717385
48	0.723398
49	0.729160
50	0.734686
51	0.739992
52	0.745090
53	0.749992
54	0.754708
55	0.740733
56	0.745445
57	0.732136
58	0.719293
59	0.724133
60	0.711861
61	0.699998
62	0.704915
63	0.709673
64	0.714281
65	0.703122
66	0.692305
67	0.696965
68	0.686564
69	0.676469
70	0.681157
71	0.671427
72	0.676054
73	0.680553
74	0.684929
75	0.689186
76	0.693331
77	0.697364
78	0.701294
79	0.705123
80	0.696197
81	0.699995
82	0.691354
83	0.682923
84	0.686743
85	0.690473
86	0.694114
87	0.697670
88	0.701145
89	0.704540
90	0.707858
91	0.711103
92	0.714278
93	0.717384
94	0.720422
95	0.723396
96	0.715782
97	0.718743
98	0.721642
99	0.724482
100	0.717164
101	0.719992
102	0.722764
103	0.725481
104	0.718439
105	0.711532
106	0.714278
107	0.716973
108	0.719618
109	0.712956
110	0.715589
111	0.718175
112	0.720714
113	0.723206
114	0.725656
115	0.728062
116	0.730427
117	0.732751
118	0.735035
119	0.737280
120	0.731086
121	0.733326
122	0.735530
123	0.729502
124	0.731700
125	0.725800
126	0.719994
127	0.722217
128	0.724404
129	0.726557
130	0.728676
131	0.730763
132	0.732818
133	0.734842
134	0.736835
135	0.738798
136	0.740733
137	0.742639
138	0.744517
139	0.746367
140	0.748192
141	0.742848
142	0.744672
143	0.739428
144	0.741250
145	0.736103
146	0.737922
147	0.739717
148	0.734686
149	0.729722
150	0.731535
151	0.733324
152	0.735090
153	0.736833
154	0.732018
155	0.727265
156	0.729024
157	0.730761
158	0.732476
159	0.734168
160	0.735840
161	0.737491
162	0.739121
163	0.734559
164	0.736187
165	0.737796
166	0.733324
167	0.734930
168	0.736517
169	0.732134
170	0.733719
171	0.735285
172	0.736833
173	0.738363
174	0.739875
175	0.735623
176	0.737134
177	0.738627
178	0.740104
179	0.741563
180	0.743007
181	0.744435
182	0.740323
183	0.736256
184	0.737696
185	0.739122
186	0.740532
187	0.741927
188	0.737960
189	0.734035
190	0.735442
191	0.731572
192	0.727742
193	0.723953
194	0.720202
195	0.716490
196	0.717943
197	0.719382
198	0.715731
199	0.717166
200	0.713562
201	0.709995
202	0.711438
203	0.707916
204	0.709355
205	0.705877
206	0.707312
207	0.708733
208	0.710140
209	0.711533
210	0.712913
211	0.714280
212	0.715634
213	0.716975
214	0.713610
215	0.710275
216	0.711622
217	0.712957
218	0.714280
219	0.715590
220	0.716889
221	0.718176
222	0.719451
223	0.720715
224	0.721967
225	0.723208
226	0.724439
227	0.721234
228	0.718056
229	0.719293
230	0.720518
231	0.717386
232	0.718609
233	0.719822
234	0.721024
235	0.722216
236	0.723397
237	0.724569
238	0.725731
239	0.726883
240	0.728026
241	0.724993
242	0.726134
243	0.727266
244	0.724273
245	0.725403
246	0.726524
247	0.727635
248	0.728738
249	0.729831
250	0.730916
251	0.727993
252	0.725093
253	0.722216
254	0.719362
255	0.716530
256	0.717642
257	0.718745
258	0.719839
259	0.717049
260	0.718141
261	0.719225
262	0.716470
263	0.717552
264	0.718626
265	0.715904
266	0.716976
267	0.714281
268	0.715351
269	0.716413
270	0.713751
271	0.714811
272	0.712173
273	0.713231
274	0.714282
275	0.711675
276	0.712724
277	0.713765
278	0.714798
279	0.712227
280	0.713258
281	0.714283
282	0.711741
283	0.709217
284	0.710244
285	0.707743
286	0.708768
287	0.709786
288	0.707314
289	0.708329
290	0.705879
291	0.706893
292	0.707900
293	0.705476
294	0.706481
295	0.707480
296	0.708471
297	0.706078
298	0.707068
299	0.704695
300	0.705683
301	0.703331
302	0.700994
303	0.701984
304	0.702968
305	0.703945
306	0.701637
307	0.699344
308	0.700323
309	0.698050
310	0.699027
311	0.699998
312	0.700962
313	0.698716
314	0.696484
315	0.697451
316	0.698411
317	0.699365
318	0.700314
319	0.701256
320	0.699058
321	0.696873
322	0.697817
323	0.698756
324	0.696592
325	0.697529
326	0.698459
327	0.699384
328	0.697245
329	0.695120
330	0.696046
331	0.696967
332	0.694862
333	0.695781
334	0.696694
335	0.697602
336	0.698505
337	0.699402
338	0.697327
339	0.695264
340	0.696163
341	0.697056
342	0.697945
343	0.698828
344	0.699706
345	0.700579
346	0.698548
347	0.699419
348	0.697404
349	0.698274
350	0.696273
351	0.697141
352	0.698003
353	0.698861
354	0.699714
355	0.700562
356	0.701405
357	0.702244
358	0.700277
359	0.701115
360	0.699162
361	0.699997
362	0.700829
363	0.701655
364	0.702477
365	0.703294
366	0.704107
367	0.702183
368	0.702995
369	0.701085
370	0.701895
371	0.702701
372	0.700807
373	0.701611
374	0.702411
375	0.703207
376	0.703998
377	0.704785
378	0.705568
379	0.703702
380	0.701845
381	0.702630
382	0.700786
383	0.698952
384	0.699737
385	0.697915
386	0.696103
387	0.694300
388	0.692506
389	0.693298
390	0.694087
391	0.692307
392	0.690537
393	0.688776
394	0.689567
395	0.690355
396	0.691139
397	0.689394
398	0.690177
399	0.690955
400	0.691730
401	0.692500
402	0.693267
403	0.691542
404	0.692307
405	0.693069
406	0.693826
407	0.694581
408	0.695331
409	0.693627
410	0.694376
411	0.692682
412	0.693430
413	0.694174
414	0.692493
415	0.693236
416	0.691566
417	0.692307
418	0.693044
419	0.693778
420	0.694509
421	0.695236
422	0.695960
423	0.694311
424	0.695033
425	0.695753
426	0.696468
427	0.697181
428	0.697890
429	0.696259
430	0.696967
431	0.695347
432	0.696053
433	0.696757
434	0.697457
435	0.698154
436	0.698848
437	0.699539
438	0.697938
439	0.698628
440	0.699314
441	0.699997
442	0.700678
443	0.701355
444	0.702029
445	0.702700
446	0.703368
447	0.701791
448	0.702458
449	0.703122
450	0.703783
451	0.704442
452	0.705097
453	0.703537
454	0.704192
455	0.704843
456	0.705492
457	0.706138
458	0.706781
459	0.707421
460	0.708058
461	0.706519
462	0.707156
463	0.705626
464	0.706261
465	0.706894
466	0.707524
467	0.708152
468	0.708777
469	0.707262
470	0.707886
471	0.708508
472	0.709127
473	0.709743
474	0.708243
475	0.708858
476	0.709471
477	0.707981
478	0.706497
479	0.705019
480	0.705635
481	0.706248
482	0.706858
483	0.707466
484	0.708072
485	0.708675
486	0.709275
487	0.709873
488	0.710469
489	0.711063
490	0.711653
491	0.712242
492	0.712828
493	0.711379
494	0.711964
495	0.712548
496	0.713128
497	0.713707
498	0.714283
499	0.712848
500	0.711420
501	0.709997
502	0.710576
503	0.711152
504	0.711726
505	0.712298
506	0.710888
507	0.709483
508	0.710056
509	0.710627
510	0.709231
511	0.707841
512	0.708412
513	0.708982
514	0.707600
515	0.706223
516	0.706793
517	0.707362
518	0.707927
519	0.706561
520	0.707126
521	0.707689
522	0.706331
523	0.706893
524	0.707454
525	0.708012
526	0.708568
527	0.709122
528	0.709674
529	0.710224
530	0.710772
531	0.709431
532	0.709978
533	0.710523
534	0.711066
535	0.711607
536	0.712146
537	0.710818
538	0.711356
539	0.710034
540	0.710572
541	0.709256
542	0.709794
543	0.710329
